Rk,Player Name,Nation,Position,Squad,Comp,Age,Birth Year,Games,Starts,Minutes,Nintys,Gls,Ast,G+A,G-PK,PK,PKatt,Yellow,Red,PrgC,PrgP,PrgR,Market Value
627,flavius daniliuc,AUT,DF,hellas verona,Serie A,23,2001,16,8,904,10.0,0,0,0,0,0,0,0,0,8,34,8,12.58
628,danilo,BRA,MF,nottham forest,Premier League,23,2001,3,3,140,1.6,0,0,0,0,0,0,0,0,1,6,0,28.0
630,arnaut danjuma,NED,FW,villarreal,La Liga,28,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,4,1,17,8.0
632,jayden danns,ENG,MF,liverpool,Premier League,19,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,15.0
633,kvin danois,FRA,MF,auxerre,Ligue 1,20,2004,17,11,1019,11.3,0,0,0,0,0,0,0,0,14,71,35,25.0
634,kevin danso,AUT,DF,tottenham,Premier League,26,1998,2,2,167,1.9,0,0,0,0,0,0,0,0,1,1,0,25.0
636,dante,BRA,DF,nice,Ligue 1,41,1983,17,15,1373,15.3,0,0,0,0,0,0,5,0,14,67,7,8.0
638,mohammed daramy,DEN,FW,reims,Ligue 1,23,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,3,0,2,12.58
639,bence drdai,GER,MF,wolfsburg,Bundesliga,19,2006,12,9,730,8.1,1,1,2,1,0,0,0,0,2,19,14,6.0
640,sergi darder,ESP,MF,mallorca,La Liga,31,1993,24,20,1556,17.3,0,1,1,0,0,0,1,0,28,90,58,12.58
641,matteo darmian,ITA,DF,inter,Serie A,35,1989,21,13,1166,13.0,2,2,4,2,0,0,2,0,9,25,73,5.0
642,lukas daschner,GER,MF,bochum,Bundesliga,26,1998,14,3,412,4.6,1,1,2,1,0,1,0,0,8,11,19,12.58
643,juan david cabal,COL,DF,juventus,Serie A,24,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,14,17,19,25.0
644,jonathan david,CAN,FW,lille,Ligue 1,25,2000,21,18,1719,19.1,12,3,15,6,6,7,4,0,22,39,115,45.0
645,alphonso davies,CAN,DF,bayern munich,Bundesliga,24,2000,17,15,1384,15.4,1,2,3,1,0,0,0,0,73,109,130,50.0
646,ben davies,WAL,DF,tottenham,Premier League,31,1993,8,7,631,7.0,0,0,0,0,0,0,2,0,5,28,4,8.0
647,keinan davis,ENG,FW,udinese,Serie A,27,1998,14,6,688,7.6,2,1,3,2,0,0,2,0,16,20,45,12.0
648,leif davis,ENG,DF,ipswich town,Premier League,25,2000,25,25,2202,24.5,1,2,3,1,0,0,5,0,40,47,105,25.0
649,zuriko davitashvili,GEO,FW,sainttienne,Ligue 1,24,2001,22,21,1847,20.5,7,4,11,5,2,2,1,0,62,47,124,8.0
650,pawe dawidowicz,POL,DF,hellas verona,Serie A,29,1995,17,15,1150,12.8,0,0,0,0,0,0,5,1,8,31,3,12.58
651,craig dawson,ENG,DF,wolves,Premier League,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,6,20,5,12.58
652,kevin de bruyne,BEL,MF,manchester city,Premier League,33,1991,18,12,1076,12.0,2,6,8,2,0,0,2,0,36,108,102,45.0
653,charles de ketelaere,BEL,MF,atalanta,Serie A,23,2001,25,20,1577,17.5,5,5,10,5,0,0,1,0,79,100,159,38.0
654,rodrigo de paul,ARG,MF,atltico madrid,La Liga,30,1994,23,14,1361,15.1,3,3,6,3,0,0,6,0,50,152,52,25.0
655,tho de percin,MTQ,GK,auxerre,Ligue 1,24,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,1.5
656,mattia de sciglio,ITA,DF,empoli,Serie A,32,1992,13,6,697,7.7,1,0,1,1,0,0,0,0,3,17,6,6.5
657,lorenzo de silvestri,ITA,DF,bologna,Serie A,36,1988,13,9,685,7.6,1,0,1,1,0,0,1,0,2,29,18,18.0
658,thibault de smet,BEL,DF,reims,Ligue 1,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,1,9,2,12.58
659,koni de winter,BEL,DF,genoa,Serie A,22,2002,14,13,1179,13.1,3,0,3,3,0,0,5,0,7,40,7,12.0
660,amar dedi,BIH,DF,marseille,Ligue 1,22,2002,3,0,71,0.8,0,1,1,0,0,0,0,0,5,2,15,15.0
661,alessandro deiola,ITA,MF,cagliari,Serie A,29,1995,20,11,971,10.8,0,1,1,0,0,0,3,0,7,29,23,12.0
662,romain del castillo,FRA,FW,brest,Ligue 1,28,1996,18,12,1024,11.4,5,3,8,2,3,4,0,0,24,48,93,10.0
663,enrico del prato,ITA,DF,parma,Serie A,25,1999,23,21,1957,21.7,4,0,4,4,0,0,5,0,6,56,15,12.58
664,liam delap,ENG,FW,ipswich town,Premier League,22,2003,25,24,1921,21.3,10,2,12,8,2,2,7,0,46,21,78,25.0
665,fisayo delebashiru,NGA,MF,lazio,Serie A,24,2001,16,9,709,7.9,3,0,3,3,0,0,0,0,19,22,45,12.58
666,andy delort,ALG,FW,montpellier,Ligue 1,33,1991,4,4,261,2.9,0,0,0,0,0,0,1,0,1,5,11,12.58
667,olivier deman,BEL,DF,werder bremen,Bundesliga,24,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,2,4,1,12.58
668,ali dembl,FRA,DF,torino,Serie A,21,2004,10,1,124,1.4,0,0,0,0,0,0,4,1,3,6,1,12.58
669,ousmane dembl,FRA,FW,paris sg,Ligue 1,27,1997,21,15,1305,14.5,17,4,21,16,1,1,1,0,96,100,184,60.0
670,ermedin demirovi,BIH,FW,stuttgart,Bundesliga,26,1998,23,14,1238,13.8,8,0,8,8,0,2,1,0,14,22,78,28.0
671,sepp van den berg,NED,DF,brentford,Premier League,23,2001,21,20,1757,19.5,0,0,0,0,0,0,1,0,6,53,23,18.0
672,arthur desmas,FRA,GK,le havre,Ligue 1,30,1994,17,17,1530,17.0,0,0,0,0,0,0,2,0,0,0,0,2.5
673,justin devenny,NIR,MF,crystal palace,Premier League,21,2003,13,3,314,3.5,1,0,1,1,0,0,0,0,3,9,9,12.58
674,kiernan dewsburyhall,ENG,MF,chelsea,Premier League,26,1998,7,1,161,1.8,0,1,1,0,0,0,0,0,4,10,8,28.0
675,michele di gregorio,ITA,GK,juventus,Serie A,27,1997,21,21,1890,21.0,0,0,0,0,0,0,0,0,0,0,0,18.0
676,giovanni di lorenzo,ITA,DF,napoli,Serie A,31,1993,26,26,2340,26.0,3,1,4,3,0,0,4,0,38,166,116,15.0
677,boulaye dia,SEN,MF,lazio,Serie A,28,1996,23,17,1400,15.6,7,3,10,7,0,0,2,0,15,36,69,15.0
678,mouctar diakhaby,GUI,DF,valencia,La Liga,28,1996,3,1,75,0.8,1,0,1,1,0,0,0,0,0,1,0,12.58
679,mamadou diakhon,FRA,FW,reims,Ligue 1,19,2005,19,3,504,5.6,1,0,1,1,0,0,2,0,38,12,57,12.58
680,bafod diakit,FRA,DF,lille,Ligue 1,24,2001,22,22,1980,22.0,3,1,4,3,0,0,3,0,10,60,3,25.0
681,oumar diakit,CIV,FW,reims,Ligue 1,21,2003,21,19,1468,16.3,4,1,5,4,0,1,6,0,20,40,87,9.0
682,amad diallo,CIV,FW,manchester utd,Premier League,22,2002,22,17,1594,17.7,6,6,12,6,0,0,3,0,92,53,159,25.0
683,assane diao,ESP,FW,como,Serie A,19,2005,8,7,665,7.4,5,0,5,5,0,0,2,0,23,14,59,9.0
685,habib diarra,SEN,MF,strasbourg,Ligue 1,21,2004,22,22,1910,21.2,4,3,7,2,2,2,6,0,50,94,90,20.0
686,moussa diarra,MLI,DF,alavs,La Liga,24,2000,20,17,1568,17.4,0,0,0,0,0,0,4,0,11,62,24,50.0
687,rben dias,POR,DF,manchester city,Premier League,27,1997,15,13,1191,13.2,0,0,0,0,0,0,3,0,20,81,5,35.0
688,krpin diatta,SEN,DF,monaco,Ligue 1,25,1999,11,2,352,3.9,0,0,0,0,0,0,1,0,11,17,30,10.0
689,kandet diawara,GUI,FW,le havre,Ligue 1,25,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
690,mahamadou diawara,FRA,MF,le havre,Ligue 1,20,2005,5,3,260,2.9,0,1,1,0,0,0,0,0,4,8,1,12.58
692,brahim daz,MAR,FW,real madrid,La Liga,25,1999,20,10,921,10.2,3,2,5,3,0,0,0,0,21,50,67,35.0
693,luis daz,COL,FW,liverpool,Premier League,28,1997,26,20,1674,18.6,9,2,11,9,0,0,2,0,71,75,176,40.0
694,pedro daz,ESP,MF,rayo vallecano,La Liga,26,1998,13,4,429,4.8,0,0,0,0,0,0,1,0,7,19,10,9.0
695,tyler dibling,ENG,FW,southampton,Premier League,18,2006,22,15,1355,15.1,2,0,2,2,0,0,6,0,54,47,73,22.0
696,diego,ESP,FW,legans,La Liga,24,2000,16,6,583,6.5,1,0,1,1,0,0,0,0,6,10,29,12.0
697,justin diehl,GER,FW,stuttgart,Bundesliga,20,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,5,5,20,3.5
698,bamba dieng,SEN,FW,angers,Ligue 1,24,2000,14,4,440,4.9,3,0,3,2,1,1,1,0,6,4,29,12.58
699,eric dier,ENG,DF,bayern munich,Bundesliga,31,1994,10,5,478,5.3,0,1,1,0,0,0,0,0,6,30,0,8.0
700,lucas digne,FRA,DF,aston villa,Premier League,31,1993,26,23,1894,21.0,0,4,4,0,0,0,3,0,19,47,121,12.0
701,kembo diliwidi,FRA,DF,lens,Ligue 1,19,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,12.58
702,federico dimarco,ITA,DF,inter,Serie A,27,1997,23,22,1629,18.1,3,4,7,3,0,0,2,0,31,67,188,60.0
703,stole dimitrievski,MKD,GK,valencia,La Liga,31,1993,4,4,360,4.0,0,0,0,0,0,0,1,0,0,0,0,3.0
704,junior dina ebimbe,FRA,MF,eint frankfurt,Bundesliga,24,2000,6,3,281,3.1,0,1,1,0,0,0,0,0,5,3,27,9.0
705,eren dinki,GER,MF,freiburg,Bundesliga,23,2001,19,12,1080,12.0,0,3,3,0,0,0,0,0,33,31,67,12.0
706,sinaly diomande,CIV,DF,auxerre,Ligue 1,23,2001,15,14,1240,13.8,3,2,5,3,0,0,3,0,2,48,4,25.0
707,lois diony,FRA,FW,angers,Ligue 1,32,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,2,12.58
708,issa diop,FRA,DF,fulham,Premier League,28,1997,18,12,1083,12.0,0,0,0,0,0,0,2,0,4,23,2,20.0
709,srign diop,SEN,FW,brest,Ligue 1,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
710,sofiane diop,FRA,MF,nice,Ligue 1,24,2000,19,7,816,9.1,6,3,9,6,0,0,3,0,14,42,45,12.0
711,andy diouf,FRA,MF,lens,Ligue 1,21,2003,23,19,1572,17.5,1,1,2,1,0,0,2,0,55,89,53,10.0
712,yehvann diouf,FRA,GK,reims,Ligue 1,25,1999,23,23,2070,23.0,0,0,0,0,0,0,1,0,0,0,0,9.0
713,assane diouss,SEN,MF,auxerre,Ligue 1,27,1997,10,2,215,2.4,0,0,0,0,0,0,1,0,0,16,1,9.0
714,axel disasi,FRA,DF,aston villa,Premier League,26,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,5,7,4,30.0
716,roman dixon,ENG,DF,everton,Premier League,20,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,1,12.58
717,lvaro djal,ESP,FW,athletic club,La Liga,25,1999,13,4,457,5.1,1,0,1,1,0,0,0,0,16,7,42,12.0
718,djen,TOG,DF,getafe,La Liga,33,1991,23,23,1892,21.0,0,0,0,0,0,0,8,0,13,54,14,12.58
719,nasser djiga,BFA,DF,wolves,Premier League,22,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,1,7.0
720,berat djimsiti,ALB,DF,atalanta,Serie A,32,1993,23,21,1714,19.0,1,2,3,1,0,0,4,0,19,72,27,8.0
721,marko dmitrovi,SRB,GK,legans,La Liga,33,1992,19,19,1710,19.0,0,0,0,0,0,0,0,0,0,0,0,12.58
722,ritsu doan,JPN,FW,freiburg,Bundesliga,26,1998,23,22,1891,21.0,8,4,12,8,0,0,1,0,39,70,118,22.0
723,dod,BRA,DF,fiorentina,Serie A,26,1998,25,25,2226,24.7,0,2,2,0,0,0,6,0,94,100,130,20.0
724,danilho doekhi,NED,DF,union berlin,Bundesliga,26,1998,23,23,2070,23.0,1,0,1,1,0,0,4,0,10,70,11,15.0
725,matt doherty,IRL,DF,wolves,Premier League,33,1992,19,15,1340,14.9,2,1,3,2,0,0,5,0,18,53,34,12.58
726,jeremy doku,BEL,FW,manchester city,Premier League,22,2002,17,10,894,9.9,3,4,7,3,0,0,0,0,129,44,169,28.0
727,marc domenech,ESP,FW,mallorca,La Liga,19,2006,3,2,115,1.3,0,0,0,0,0,0,0,0,0,2,8,12.58
728,lex domnguez,ESP,GK,toulouse,Ligue 1,26,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,12.58
729,benjamn domnguez,ARG,FW,bologna,Serie A,21,2003,13,11,813,9.0,3,1,4,3,0,0,0,0,35,22,77,6.0
730,carlos dominguez,ESP,DF,celta vigo,La Liga,24,2001,12,9,737,8.2,0,0,0,0,0,0,1,0,6,42,1,4.0
731,israel domnguez,ESP,FW,sevilla,La Liga,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,12.58
732,nicols domnguez,ARG,MF,nottham forest,Premier League,26,1998,22,13,1199,13.3,0,0,0,0,0,0,7,0,9,49,16,17.0
733,sergi dominguez,ESP,DF,barcelona,La Liga,19,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0,13,1,12.58
734,gianluigi donnarumma,ITA,GK,paris sg,Ligue 1,25,1999,18,18,1551,17.2,0,0,0,0,0,0,2,0,0,0,0,35.0
735,patrick dorgu,DEN,DF,manchester utd,Premier League,20,2004,2,2,180,2.0,0,0,0,0,0,0,1,0,11,5,21,20.0
737,alfie dorrington,ENG,DF,tottenham,Premier League,19,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,12.58
738,niklas dorsch,GER,MF,augsburg,Bundesliga,27,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,1,1,0,12.58
740,alberto dossena,ITA,DF,como,Serie A,26,1998,21,20,1763,19.6,0,2,2,0,0,0,1,1,4,35,1,7.0
741,abdoulaye doucour,MLI,MF,everton,Premier League,32,1993,23,22,1851,20.6,2,1,3,2,0,0,4,1,32,64,66,8.0
742,cheick doucour,MLI,MF,crystal palace,Premier League,25,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,2,19,7,35.0
743,dsir dou,FRA,FW,paris sg,Ligue 1,19,2005,20,10,1038,11.5,1,4,5,1,0,0,1,0,63,77,138,30.0
744,guela dou,CIV,DF,strasbourg,Ligue 1,22,2002,22,21,1906,21.2,1,0,1,1,0,0,5,0,33,114,37,8.0
745,douglas,BRA,MF,nantes,Ligue 1,28,1997,19,19,1576,17.5,2,2,4,2,0,0,5,0,7,90,26,10.0
746,ismal doukour,FRA,MF,strasbourg,Ligue 1,21,2003,20,20,1688,18.8,0,1,1,0,0,0,6,0,12,73,6,15.0
747,issa doumbia,CIV,MF,venezia,Serie A,21,2003,13,7,588,6.5,0,0,0,0,0,0,0,0,9,17,16,12.58
748,kamory doumbia,MLI,MF,brest,Ligue 1,22,2003,20,9,928,10.3,1,1,2,1,0,0,0,0,8,45,38,12.58
749,amidou doumbouya,FRA,DF,nice,Ligue 1,17,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,1,1,0,12.58
750,anastasios douvikas,GRE,FW,como,Serie A,25,1999,3,0,40,0.4,0,0,0,0,0,0,0,0,0,0,6,12.58
752,artem dovbyk,UKR,FW,roma,Serie A,27,1997,22,20,1767,19.6,8,2,10,6,2,2,0,0,15,13,129,30.0
753,flynn downes,ENG,MF,southampton,Premier League,26,1999,18,17,1432,15.9,1,0,1,1,0,0,9,0,18,50,23,15.0
754,tommy doyle,ENG,MF,wolves,Premier League,23,2001,21,3,472,5.2,0,1,1,0,0,0,1,0,6,39,2,10.0
755,radu drguin,ROU,DF,tottenham,Premier League,23,2002,16,14,1252,13.9,0,0,0,0,0,0,1,0,7,37,2,25.0
756,patrick drewes,GER,GK,bochum,Bundesliga,32,1993,21,21,1890,21.0,0,0,0,0,0,0,2,0,0,0,0,12.58
757,tim drexler,GER,DF,hoffenheim,Bundesliga,19,2005,8,5,357,4.0,0,0,0,0,0,0,2,0,2,16,2,12.58
758,domingos duarte,POR,DF,getafe,La Liga,29,1995,11,10,901,10.0,0,0,0,0,0,0,2,1,3,29,2,12.58
759,martin dbravka,SVK,GK,newcastle utd,Premier League,36,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0,0,0,12.58
760,marvin ducksch,GER,FW,werder bremen,Bundesliga,30,1994,23,22,1788,19.9,6,7,13,5,1,2,3,0,15,64,122,9.0
761,ondrej duda,SVK,MF,hellas verona,Serie A,30,1994,17,16,1431,15.9,0,2,2,0,0,0,10,1,11,68,16,12.58
762,duk,CPV,FW,legans,La Liga,25,2000,3,0,41,0.5,0,0,0,0,0,0,1,0,3,1,9,12.0
763,denzel dumfries,NED,DF,inter,Serie A,28,1996,22,16,1516,16.8,6,1,7,6,0,0,4,0,39,40,142,20.0
764,alfred duncan,GHA,MF,venezia,Serie A,31,1993,11,10,795,8.8,0,0,0,0,0,0,1,0,7,44,11,32.0
765,lewis dunk,ENG,DF,brighton,Premier League,33,1991,19,17,1562,17.4,0,0,0,0,0,0,4,0,17,111,2,10.0
766,jder durn,COL,FW,aston villa,Premier League,21,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,7,13,44,12.58
767,pablo durn,ESP,FW,celta vigo,La Liga,23,2001,15,9,812,9.0,4,2,6,4,0,0,3,0,17,16,81,2.8
768,julien duranville,BEL,FW,dortmund,Bundesliga,18,2006,9,2,246,2.7,0,0,0,0,0,0,3,0,14,7,28,8.5
769,hugo duro,ESP,FW,valencia,La Liga,25,1999,22,20,1696,18.8,7,2,9,7,0,0,3,0,11,23,66,12.0
770,jeankevin duverne,HAI,DF,nantes,Ligue 1,27,1997,9,7,537,6.0,0,0,0,0,0,0,2,0,6,22,8,12.0
771,paulo dybala,ARG,FW,roma,Serie A,31,1993,21,15,1287,14.3,6,2,8,3,3,3,2,0,37,75,111,28.0
772,stefan dodi,SRB,DF,montpellier,Ligue 1,19,2005,5,2,190,2.1,0,0,0,0,0,0,2,1,2,7,0,12.58
773,adam dwigaa,POL,DF,st pauli,Bundesliga,29,1995,12,0,192,2.1,0,0,0,0,0,0,2,1,1,9,4,12.58
774,aron dnnum,NOR,DF,toulouse,Ligue 1,26,1998,22,21,1796,20.0,1,1,2,1,0,0,4,0,75,84,90,12.58
775,enzo ebosse,CMR,DF,udinese,Serie A,25,1999,2,0,90,1.0,0,0,0,0,0,0,1,0,0,5,0,12.58
776,ederson,BRA,GK,manchester city,Premier League,31,1993,17,17,1530,17.0,0,3,3,0,0,0,3,0,0,1,0,50.0
777,derson,BRA,MF,atalanta,Serie A,25,1999,26,23,2070,23.0,3,1,4,3,0,0,3,0,28,149,57,50.0
778,noah edjouma,FRA,MF,toulouse,Ligue 1,19,2005,3,0,55,0.6,1,0,1,1,0,0,0,0,2,1,6,12.58
779,george edmundson,ENG,DF,ipswich town,Premier League,27,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
780,odsonne douard,FRA,MF,crystal palace,Premier League,27,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,2,4,7,14.0
782,samuel edozie,ENG,DF,southampton,Premier League,22,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,6,4,23,8.0
783,ronnie edwards,ENG,DF,southampton,Premier League,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,3.8
784,johannes eggestein,GER,FW,st pauli,Bundesliga,26,1998,21,21,1723,19.1,3,4,7,2,1,2,3,0,25,41,124,12.58
785,maximilian eggestein,GER,MF,freiburg,Bundesliga,28,1996,22,22,1883,20.9,0,0,0,0,0,0,4,0,17,100,25,10.0
786,kingsley ehizibue,NED,DF,udinese,Serie A,29,1995,23,21,1698,18.9,0,1,1,0,0,0,4,0,35,40,90,12.58
787,chidera ejuke,NGA,FW,sevilla,La Liga,27,1998,14,6,640,7.1,1,1,2,1,0,0,0,0,57,28,71,12.58
788,jeff ekhator,ITA,FW,genoa,Serie A,18,2006,17,4,536,6.0,1,1,2,1,0,0,1,0,4,11,38,5.0
789,hugo ekitike,FRA,FW,eint frankfurt,Bundesliga,22,2002,22,21,1670,18.6,12,3,15,11,1,2,0,0,55,28,127,40.0
790,jurgen ekkelenkamp,NED,MF,udinese,Serie A,24,2000,22,11,1171,13.0,3,2,5,3,0,0,1,0,20,46,43,12.58
791,jacques ekomie,GAB,DF,angers,Ligue 1,21,2003,10,3,328,3.6,0,0,0,0,0,0,0,0,8,10,13,12.58
792,emmanuel ekong,SWE,MF,empoli,Serie A,22,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,8,5,19,12.58
793,caleb ekuban,GHA,FW,genoa,Serie A,30,1994,11,2,367,4.1,1,2,3,1,0,0,1,0,4,7,31,12.58
794,pierre ekwah elimby,FRA,MF,sainttienne,Ligue 1,23,2002,19,19,1675,18.6,1,0,1,1,0,0,3,0,14,89,9,12.58
795,anthony elanga,SWE,FW,nottham forest,Premier League,22,2002,26,20,1639,18.2,3,8,11,3,0,0,1,0,65,36,133,25.0
796,meschak elia,COD,FW,nantes,Ligue 1,27,1997,3,0,53,0.6,1,0,1,1,0,0,0,0,4,1,9,12.58
797,mikael ellertsson,ISL,DF,venezia,Serie A,22,2002,25,20,1719,19.1,2,1,3,2,0,0,1,0,27,26,68,12.58
798,harvey elliott,ENG,MF,liverpool,Premier League,21,2003,10,0,83,0.9,0,1,1,0,0,0,0,0,3,11,9,35.0
799,elif elmas,MKD,FW,torino,Serie A,25,1999,2,1,87,1.0,1,0,1,1,0,0,0,0,5,1,5,12.0
801,aritz elustondo,ESP,DF,real sociedad,La Liga,30,1994,12,7,695,7.7,0,0,0,0,0,0,0,0,9,24,3,12.58
802,nico elvedi,SUI,DF,gladbach,Bundesliga,28,1996,16,16,1395,15.5,1,1,2,1,0,0,1,0,17,40,5,8.0
803,adri embarba,ESP,FW,rayo vallecano,La Liga,32,1992,23,13,1183,13.1,1,1,2,1,0,0,4,0,36,38,80,12.58
804,breel embolo,SUI,FW,monaco,Ligue 1,28,1997,19,11,1075,11.9,4,4,8,4,0,0,2,0,10,27,89,12.0
805,emanuel emegha,NED,FW,strasbourg,Ligue 1,22,2003,18,18,1491,16.6,10,2,12,10,0,0,4,0,26,8,70,15.0
806,emerson,BRA,DF,milan,Serie A,26,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,23,68,71,12.0
807,yunus emre konak,TUR,MF,brentford,Premier League,19,2006,6,0,25,0.3,0,0,0,0,0,0,0,0,1,2,1,4.5
808,julio enciso,PAR,MF,ipswich town,Premier League,21,2004,3,2,116,1.3,0,1,1,0,0,0,1,0,4,9,8,22.0
810,wataru endo,JPN,MF,liverpool,Premier League,32,1993,12,0,123,1.4,0,0,0,0,0,0,0,0,0,7,1,12.0
811,endrick,BRA,FW,real madrid,La Liga,18,2006,15,0,100,1.1,1,0,1,1,0,0,1,0,6,5,14,60.0
812,yannik engelhardt,GER,MF,como,Serie A,24,2001,19,11,1068,11.9,1,1,2,1,0,0,3,0,13,49,16,12.58
813,arne engels,BEL,MF,augsburg,Bundesliga,21,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,1,1,5,11.0
814,christian eriksen,DEN,MF,manchester utd,Premier League,33,1992,13,7,637,7.1,0,1,1,0,0,0,2,0,5,34,19,7.0
815,martin erlic,CRO,DF,bologna,Serie A,27,1998,5,3,224,2.5,0,0,0,0,0,0,0,0,2,8,1,9.0
816,patrick erras,GER,DF,holstein kiel,Bundesliga,30,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,3,25,1,12.58
817,alfonso espino,URU,DF,rayo vallecano,La Liga,33,1992,6,5,397,4.4,0,0,0,0,0,0,2,0,5,15,12,12.58
818,sebastiano esposito,ITA,FW,empoli,Serie A,22,2002,22,16,1477,16.4,8,0,8,7,1,2,1,0,23,56,60,12.58
819,romain esse,ENG,MF,crystal palace,Premier League,19,2005,1,0,7,0.1,1,0,1,1,0,0,0,0,0,1,2,5.0
820,samuel essende,COD,FW,augsburg,Bundesliga,27,1998,21,15,1211,13.5,5,2,7,5,0,0,4,1,24,10,89,12.58
821,dario essugo,POR,MF,las palmas,La Liga,19,2005,15,15,1167,13.0,1,0,1,1,0,0,7,1,14,55,6,8.0
822,nahuel estvez,ARG,MF,parma,Serie A,29,1995,8,4,431,4.8,0,0,0,0,0,0,2,0,2,15,2,12.58
823,pervis estupin,ECU,DF,brighton,Premier League,27,1998,19,15,1441,16.0,0,1,1,0,0,0,3,0,39,71,76,30.0
824,etienne etoo,CMR,FW,rayo vallecano,La Liga,22,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,8.0
825,evanilson,BRA,FW,bournemouth,Premier League,25,1999,19,17,1370,15.2,5,0,5,5,0,1,0,0,19,13,61,35.0
826,jonny evans,NIR,DF,manchester utd,Premier League,37,1988,6,3,290,3.2,0,0,0,0,0,0,1,0,1,8,2,12.58
827,edu expsito,ESP,MF,espanyol,La Liga,28,1996,6,1,154,1.7,0,0,0,0,0,0,1,0,4,12,7,12.58
828,eberechi eze,ENG,MF,crystal palace,Premier League,26,1998,22,20,1745,19.4,2,5,7,2,0,0,1,0,51,74,115,55.0
829,abde ezzalzouli,MAR,FW,betis,La Liga,23,2001,23,18,1523,16.9,1,1,2,1,0,1,2,0,97,55,164,15.0
830,giovanni fabbian,ITA,MF,bologna,Serie A,22,2003,20,5,721,8.0,2,0,2,2,0,0,2,0,10,9,27,13.0
831,ukasz fabiaski,POL,GK,west ham,Premier League,39,1985,13,12,1070,11.9,0,0,0,0,0,0,2,0,0,0,0,12.58
832,alieu fadera,GAM,FW,como,Serie A,23,2001,22,20,1570,17.4,1,3,4,1,0,0,1,1,70,33,153,12.58
833,wout faes,BEL,DF,leicester city,Premier League,26,1998,23,19,1825,20.3,1,0,1,1,0,0,3,0,8,59,1,20.0
834,nicol fagioli,ITA,MF,fiorentina,Serie A,24,2001,3,1,139,1.5,0,0,0,0,0,0,0,0,0,8,2,20.0
836,romain faivre,FRA,MF,brest,Ligue 1,26,1998,17,9,771,8.6,2,2,4,1,1,1,2,0,21,38,34,9.0
837,wladimiro falcone,ITA,GK,lecce,Serie A,29,1995,26,26,2340,26.0,0,0,0,0,0,0,1,0,0,0,0,4.0
838,davide faraoni,ITA,DF,hellas verona,Serie A,33,1991,6,2,212,2.4,0,0,0,0,0,0,1,0,2,3,13,12.58
839,abdul fatawu issahaku,GHA,FW,leicester city,Premier League,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,42,17,60,13.0
840,ansu fati,ESP,FW,barcelona,La Liga,22,2002,4,1,127,1.4,0,0,0,0,0,0,1,0,4,3,16,10.0
841,khalil fayad,FRA,MF,montpellier,Ligue 1,20,2004,12,6,601,6.7,0,0,0,0,0,0,2,0,9,32,13,4.0
842,jacopo fazzini,ITA,MF,empoli,Serie A,21,2003,12,9,769,8.5,0,0,0,0,0,0,1,0,17,24,47,8.0
843,peter federico,DOM,MF,getafe,La Liga,22,2002,12,1,334,3.7,0,0,0,0,0,0,0,0,3,5,24,12.58
844,nabil fekir,FRA,MF,betis,La Liga,31,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,9,10,18,9.0
845,mattia felici,ITA,MF,cagliari,Serie A,23,2001,16,8,771,8.6,0,3,3,0,0,0,1,0,35,16,64,12.58
