Rk,Player Name,Nation,Position,Squad,Comp,Age,Birth Year,Games,Starts,Minutes,Nintys,Gls,Ast,G+A,G-PK,PK,PKatt,Yellow,Red,PrgC,PrgP,PrgR,Market Value
2204,brice samba,FRA,GK,rennes,Ligue 1,30,1994,6,6,540,6.0,0,0,0,0,0,0,2,0,0,0,0,15.0
2206,albert sambi lokonga,BEL,MF,sevilla,La Liga,25,1999,15,12,1117,12.4,0,2,2,0,0,0,3,0,19,68,14,12.0
2207,junior sambia,FRA,FW,empoli,Serie A,28,1996,9,0,124,1.4,0,0,0,0,0,0,0,0,0,9,7,12.58
2208,chuky san jose,ESP,MF,valladolid,La Liga,20,2004,8,4,282,3.1,0,0,0,0,0,0,1,0,1,2,9,15.0
2209,antonio sanabria,PAR,FW,torino,Serie A,28,1996,20,14,1099,12.2,2,1,3,2,0,1,1,0,6,15,46,35.0
2210,oihan sancet,ESP,MF,athletic club,La Liga,24,2000,21,17,1347,15.0,13,1,14,11,2,2,2,0,43,78,101,50.0
2211,alexis snchez,CHI,FW,udinese,Serie A,36,1988,8,4,305,3.4,0,0,0,0,0,0,0,0,2,13,16,30.0
2212,antonio snchez,ESP,MF,mallorca,La Liga,28,1997,20,7,881,9.8,0,0,0,0,0,0,1,0,11,27,33,35.0
2213,ivn snchez,ESP,MF,valladolid,La Liga,32,1992,20,7,819,9.1,1,1,2,1,0,0,4,0,29,39,49,12.58
2214,javi snchez,ESP,DF,valladolid,La Liga,27,1997,18,18,1479,16.4,1,0,1,1,0,0,3,0,4,17,4,12.58
2215,juanlu snchez,ESP,MF,sevilla,La Liga,21,2003,19,10,926,10.3,4,3,7,4,0,0,4,1,18,32,38,12.0
2216,manu snchez,ESP,DF,alavs,La Liga,24,2000,21,18,1608,17.9,0,0,0,0,0,0,6,0,31,51,58,12.0
2217,robert snchez,ESP,GK,chelsea,Premier League,27,1997,21,21,1890,21.0,0,0,0,0,0,0,5,0,0,1,0,20.0
2218,jadon sancho,ENG,FW,chelsea,Premier League,24,2000,20,13,1198,13.3,2,4,6,2,0,0,1,0,69,60,148,100.0
2219,philipp sander,GER,MF,gladbach,Bundesliga,27,1998,21,11,998,11.1,1,0,1,1,0,0,2,0,8,45,17,12.58
2220,james sands,USA,MF,st pauli,Bundesliga,24,2000,7,5,453,5.0,0,0,0,0,0,0,1,0,0,16,6,12.58
2221,leroy san,GER,FW,bayern munich,Bundesliga,29,1996,19,10,987,11.0,6,3,9,6,0,0,2,0,40,35,164,80.0
2222,arouna sangante,SEN,DF,le havre,Ligue 1,22,2002,10,10,792,8.8,2,0,2,2,0,0,3,1,8,33,1,10.0
2223,ibrahim sangar,CIV,MF,nottham forest,Premier League,27,1997,6,3,263,2.9,0,1,1,0,0,0,2,0,0,11,2,28.0
2224,nhoa sangui,FRA,DF,reims,Ligue 1,18,2006,20,9,944,10.5,0,1,1,0,0,0,3,0,11,34,44,12.58
2225,maroan sannadi,ESP,FW,athletic club,La Liga,24,2001,3,2,166,1.8,1,0,1,1,0,0,0,0,3,6,13,12.58
2226,kaishu sano,JPN,MF,mainz 05,Bundesliga,24,2000,23,23,2053,22.8,0,0,0,0,0,0,2,0,26,111,28,7.0
2227,nicola sansone,ITA,MF,lecce,Serie A,33,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0,1,5,12.58
2228,baptiste santamaria,FRA,MF,nice,Ligue 1,29,1995,5,5,419,4.7,0,0,0,0,0,0,0,0,2,22,4,12.58
2230,jess santiago,ESP,MF,getafe,La Liga,20,2004,15,4,317,3.5,0,0,0,0,0,0,4,0,2,12,4,7.0
2231,andrey santos,BRA,MF,strasbourg,Ligue 1,20,2004,21,21,1865,20.7,7,1,8,7,0,0,5,0,22,104,20,25.0
2232,kau santos,BRA,GK,eint frankfurt,Bundesliga,21,2003,5,4,405,4.5,0,0,0,0,0,0,0,0,0,1,0,2.5
2233,tiago santos,POR,DF,lille,Ligue 1,22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,24,17,43,15.0
2234,pablo sarabia,ESP,MF,wolves,Premier League,32,1992,12,6,483,5.4,1,1,2,1,0,0,2,0,10,32,35,7.0
2235,jeremy sarmiento,ECU,MF,brighton,Premier League,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,2,12.0
2236,amin sarr,SWE,FW,hellas verona,Serie A,23,2001,20,13,990,11.0,3,1,4,3,0,0,0,0,18,24,57,45.0
2237,ismaila sarr,SEN,MF,crystal palace,Premier League,26,1998,26,19,1755,19.5,4,3,7,4,0,0,3,0,45,56,127,20.0
2238,malang sarr,FRA,DF,lens,Ligue 1,26,1999,11,9,834,9.3,0,0,0,0,0,0,0,0,3,33,1,12.58
2239,mamadou sarr,FRA,DF,strasbourg,Ligue 1,19,2005,17,17,1487,16.5,0,1,1,0,0,0,2,0,5,39,1,8.0
2240,martin satriano,URU,FW,lens,Ligue 1,24,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,2,1,11,20.0
2241,razvan sava,ROU,GK,udinese,Serie A,22,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0,0,0,2.0
2242,tji savanier,FRA,MF,montpellier,Ligue 1,33,1991,21,21,1793,19.9,2,5,7,0,2,2,3,1,21,131,91,12.58
2243,svio,BRA,FW,manchester city,Premier League,20,2004,21,16,1350,15.0,1,7,8,1,0,0,2,0,108,55,178,12.58
2244,nicol savona,ITA,DF,juventus,Serie A,21,2003,22,16,1405,15.6,2,1,3,2,0,0,3,0,31,52,39,14.0
2245,saba sazonov,GEO,DF,torino,Serie A,23,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
2246,joe scally,USA,DF,gladbach,Bundesliga,22,2002,22,22,1842,20.5,0,0,0,0,0,0,4,0,37,51,47,10.0
2247,giorgio scalvini,ITA,DF,atalanta,Serie A,21,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,5,20,7,45.0
2248,gianluca scamacca,ITA,FW,atalanta,Serie A,26,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,30.0
2249,oliver scarles,ENG,DF,west ham,Premier League,19,2005,8,1,251,2.8,0,0,0,0,0,0,1,0,3,7,21,12.58
2250,dane scarlett,ENG,FW,tottenham,Premier League,20,2004,2,0,29,0.3,0,1,1,0,0,0,0,0,1,1,0,12.58
2251,kevin schade,GER,FW,brentford,Premier League,23,2001,26,14,1326,14.7,7,2,9,7,0,0,2,0,36,28,99,22.0
2252,andrs schfer,HUN,MF,union berlin,Bundesliga,25,1999,16,10,876,9.7,1,1,2,1,0,0,2,0,13,41,27,25.0
2253,fabian schr,SUI,DF,newcastle utd,Premier League,33,1991,22,21,1872,20.8,2,0,2,2,0,0,5,1,12,70,14,9.0
2254,patrik schick,CZE,FW,leverkusen,Bundesliga,29,1996,20,10,924,10.3,15,0,15,15,0,0,3,0,2,15,67,20.0
2255,stefan schimmer,GER,FW,heidenheim,Bundesliga,30,1994,9,0,193,2.1,0,0,0,0,0,0,1,0,0,3,15,12.58
2256,jol schingtienne,BEL,DF,venezia,Serie A,22,2002,6,3,341,3.8,0,0,0,0,0,0,2,0,3,6,1,12.58
2257,xaver schlager,AUT,MF,rb leipzig,Bundesliga,27,1997,4,2,181,2.0,0,0,0,0,0,0,1,0,5,6,2,28.0
2258,keven schlotterbeck,GER,DF,augsburg,Bundesliga,27,1997,16,14,1177,13.1,3,1,4,3,0,0,4,1,2,53,2,7.0
2259,nico schlotterbeck,GER,DF,dortmund,Bundesliga,25,1999,19,19,1622,18.0,0,2,2,0,0,0,5,2,32,149,10,40.0
2260,jeffrey schlupp,GHA,MF,crystal palace,Premier League,32,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,4,5,9,12.58
2261,romano schmid,AUT,MF,werder bremen,Bundesliga,25,2000,22,22,1958,21.8,1,3,4,1,0,0,3,0,77,198,142,15.0
2262,niklas schmidt,GER,MF,toulouse,Ligue 1,26,1998,9,2,205,2.3,0,1,1,0,0,0,0,0,2,23,1,12.58
2263,jan schppner,GER,MF,heidenheim,Bundesliga,25,1999,23,22,1885,20.9,3,2,5,3,0,0,5,0,26,76,36,32.0
2264,marvin schulz,GER,DF,holstein kiel,Bundesliga,30,1995,8,3,259,2.9,0,0,0,0,0,0,2,0,3,10,1,12.58
2265,alexander schwolow,GER,GK,union berlin,Bundesliga,32,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0,0,0,6.0
2266,lo scienza,BRA,FW,heidenheim,Bundesliga,26,1998,19,12,926,10.3,3,2,5,3,0,0,0,0,53,24,72,20.0
2267,alex scott,ENG,MF,bournemouth,Premier League,21,2003,10,2,295,3.3,0,0,0,0,0,0,1,0,6,37,16,20.0
2268,simone scuffet,ITA,GK,cagliari,Serie A,28,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0,0,0,2.0
2269,jrmy sebas,MTQ,FW,strasbourg,Ligue 1,21,2003,13,1,190,2.1,0,0,0,0,0,0,0,0,6,3,10,12.58
2270,aleksandar sedlar,SRB,DF,alavs,La Liga,33,1991,7,5,426,4.7,0,0,0,0,0,0,1,1,1,6,1,12.58
2271,jacopo seghetti,ITA,GK,empoli,Serie A,20,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0
2272,alidu seidu,GHA,DF,rennes,Ligue 1,24,2000,11,10,803,8.9,0,0,0,0,0,0,4,0,23,41,17,9.0
2273,nicolas seiwald,AUT,DF,rb leipzig,Bundesliga,23,2001,19,11,1240,13.8,0,0,0,0,0,0,1,0,11,87,18,16.0
2274,hiroki sekine,JPN,DF,reims,Ligue 1,22,2002,4,1,139,1.5,0,0,0,0,0,0,0,0,8,9,15,12.58
2275,matz sels,BEL,GK,nottham forest,Premier League,32,1992,26,26,2340,26.0,0,0,0,0,0,0,2,0,0,1,0,7.0
2276,nlson semedo,POR,DF,wolves,Premier League,31,1993,22,21,1877,20.9,0,3,3,0,0,0,7,0,45,45,73,10.0
2277,antoine semenyo,GHA,FW,bournemouth,Premier League,25,2000,25,25,2196,24.4,7,4,11,7,0,0,6,0,100,72,207,28.0
2278,marvin senaya,TOG,DF,strasbourg,Ligue 1,24,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,1,5,2,12.58
2279,marcos senesi,ARG,DF,bournemouth,Premier League,27,1997,11,11,917,10.2,0,0,0,0,0,0,4,0,11,45,3,24.0
2280,stefano sensi,ITA,MF,monza,Serie A,29,1995,8,2,211,2.3,1,0,1,0,1,1,0,0,2,23,4,12.58
2281,suat serdar,GER,MF,hellas verona,Serie A,27,1997,14,12,937,10.4,1,1,2,1,0,0,4,1,14,37,15,12.58
2282,sergi,ESP,DF,legans,La Liga,32,1992,24,23,2066,23.0,2,0,2,2,0,0,2,1,3,51,1,22.0
2283,nicols serrano,ESP,FW,athletic club,La Liga,21,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,2,4,18,12.58
2284,benjamin eko,SVN,FW,rb leipzig,Bundesliga,21,2003,22,21,1611,17.9,10,4,14,9,1,1,2,1,30,29,89,50.0
2285,ryan sessegnon,ENG,MF,fulham,Premier League,24,2000,4,0,19,0.2,0,0,0,0,0,0,0,0,1,0,2,9.0
2286,stephan el shaarawy,ITA,DF,roma,Serie A,32,1992,20,11,895,9.9,3,3,6,3,0,0,2,0,37,36,69,12.58
2287,luke shaw,ENG,DF,manchester utd,Premier League,29,1995,2,0,70,0.8,0,0,0,0,0,0,0,0,1,6,0,20.0
2288,alen sherri,ALB,GK,cagliari,Serie A,27,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0,0,0,1.0
2289,eldor shomurodov,UZB,FW,roma,Serie A,29,1995,14,2,357,4.0,1,1,2,1,0,0,1,0,7,8,23,12.58
2290,djibril sidib,FRA,DF,toulouse,Ligue 1,32,1992,17,13,1162,12.9,0,2,2,0,0,0,1,0,5,72,24,12.58
2291,armindo sieb,GER,FW,mainz 05,Bundesliga,22,2003,22,5,719,8.0,2,2,4,2,0,0,2,0,25,16,56,12.58
2292,vincent sierro,SUI,MF,toulouse,Ligue 1,29,1995,18,16,1431,15.9,2,1,3,0,2,2,4,0,8,97,16,12.58
2293,tim siersleben,GER,DF,heidenheim,Bundesliga,24,2000,7,5,432,4.8,0,0,0,0,0,0,2,0,2,9,5,12.58
2294,zain silcottduberry,MSR,FW,bournemouth,Premier League,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
2295,kiliann sildillia,FRA,DF,freiburg,Bundesliga,22,2002,12,4,439,4.9,2,0,2,2,0,0,1,0,4,15,15,10.0
2296,andr silva,POR,FW,werder bremen,Bundesliga,29,1995,3,1,155,1.7,0,0,0,0,0,1,1,0,1,4,14,25.0
2298,bernardo silva,POR,MF,manchester city,Premier League,30,1994,23,21,1916,21.3,2,4,6,2,0,0,5,0,77,89,156,40.0
2299,caio henrique oliveira silva,BRA,DF,monaco,Ligue 1,27,1997,16,10,978,10.9,0,3,3,0,0,0,1,0,33,61,81,18.0
2300,fbio silva,POR,FW,las palmas,La Liga,22,2002,17,16,1293,14.4,7,2,9,6,1,2,7,0,24,18,85,18.0
2301,jota silva,POR,FW,nottham forest,Premier League,25,1999,24,4,715,7.9,1,1,2,1,0,0,4,0,17,13,45,14.0
2302,eric da silva moreira,GER,MF,nottham forest,Premier League,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,1,0,1,38.0
2303,rui silva,POR,GK,betis,La Liga,31,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0,0,0,5.0
2304,marco silvestri,ITA,GK,empoli,Serie A,33,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,12.58
2305,abdallah sima,SEN,FW,brest,Ligue 1,23,2001,18,8,766,8.5,3,2,5,3,0,0,2,0,24,18,59,10.0
2306,mohamed simakan,FRA,DF,rb leipzig,Bundesliga,24,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,3,7,4,28.0
2307,giovanni simeone,ARG,FW,napoli,Serie A,29,1995,22,1,358,4.0,1,1,2,1,0,0,1,0,9,4,23,10.0
2308,giuliano simeone,ARG,MF,atltico madrid,La Liga,22,2002,20,14,1063,11.8,1,4,5,1,0,0,3,0,37,28,104,12.0
2309,moses simon,NGA,FW,nantes,Ligue 1,29,1995,21,21,1741,19.3,6,7,13,3,3,3,1,0,110,45,165,12.0
2310,unai simn,ESP,GK,athletic club,La Liga,27,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0,0,0,28.0
2311,xavi simons,NED,MF,rb leipzig,Bundesliga,21,2003,15,15,1284,14.3,5,3,8,5,0,0,4,0,52,86,110,80.0
2312,jahmai simpsonpusey,ENG,DF,manchester city,Premier League,19,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,1,3,0,12.58
2313,danel sinani,LUX,FW,st pauli,Bundesliga,27,1997,15,4,413,4.6,1,1,2,1,0,0,2,0,5,24,20,12.58
2314,lassine sinayoko,MLI,FW,auxerre,Ligue 1,25,1999,23,18,1585,17.6,2,4,6,1,1,1,4,0,39,47,135,12.58
2315,wilfried singo,CIV,DF,monaco,Ligue 1,24,2000,17,14,1277,14.2,1,2,3,1,0,0,3,0,23,72,17,25.0
2316,luis sinisterra,COL,FW,bournemouth,Premier League,25,1999,9,1,211,2.3,1,1,2,1,0,0,0,0,14,4,30,17.0
2317,daley sinkgraven,NED,DF,las palmas,La Liga,29,1995,2,1,91,1.0,0,0,0,0,0,0,0,0,2,3,7,12.58
2318,tobias sippel,GER,GK,gladbach,Bundesliga,36,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,12.58
2319,jailson siqueira,BRA,DF,celta vigo,La Liga,29,1995,8,5,458,5.1,0,0,0,0,0,0,0,0,4,30,2,12.58
2320,ibrahim sissoko,MLI,FW,sainttienne,Ligue 1,29,1995,16,8,808,9.0,3,1,4,2,1,1,1,0,13,11,34,12.58
2321,ibrahima sissoko,MLI,MF,bochum,Bundesliga,27,1997,22,20,1786,19.8,1,1,2,1,0,0,5,0,27,74,40,12.58
2322,niama sissoko,MLI,FW,reims,Ligue 1,19,2005,4,0,47,0.5,0,0,0,0,0,0,0,0,1,1,2,12.58
2323,antonio sivera,ESP,GK,alavs,La Liga,28,1996,21,21,1853,20.6,0,0,0,0,0,0,4,0,0,1,0,6.0
2324,tim skarke,GER,FW,union berlin,Bundesliga,28,1996,22,8,812,9.0,0,1,1,0,0,0,1,0,22,19,70,12.0
2325,ellyes skhiri,TUN,MF,eint frankfurt,Bundesliga,29,1995,20,17,1445,16.1,0,1,1,0,0,0,4,0,8,69,19,9.0
2326,oliver skipp,ENG,MF,leicester city,Premier League,24,2000,16,7,779,8.7,0,0,0,0,0,0,4,0,14,23,14,14.0
2327,leo skiri stigrd,NOR,DF,rennes,Ligue 1,25,1999,16,14,1227,13.6,1,0,1,1,0,0,4,0,3,50,1,5.0
2329,ukasz skorupski,POL,GK,bologna,Serie A,33,1991,17,17,1530,17.0,0,0,0,0,0,0,1,0,0,0,0,2.5
2330,andreas skov olsen,DEN,MF,wolfsburg,Bundesliga,25,1999,4,0,116,1.3,0,0,0,0,0,0,0,0,7,5,8,16.0
2331,robert skov,DEN,DF,union berlin,Bundesliga,28,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,25,36,45,16.0
2332,milan kriniar,SVK,DF,paris sg,Ligue 1,30,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,3,20,0,15.0
2333,steven skrzybski,GER,FW,holstein kiel,Bundesliga,32,1992,13,6,625,6.9,4,1,5,3,1,1,0,0,8,28,35,12.58
2334,naatan skytt,FIN,FW,toulouse,Ligue 1,22,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,12.58
2335,william smallbone,IRL,MF,southampton,Premier League,25,2000,10,4,395,4.4,0,0,0,0,0,0,1,0,4,13,15,12.58
2336,adam smith,ENG,DF,bournemouth,Premier League,33,1991,17,12,1035,11.5,0,0,0,0,0,0,4,0,7,31,16,32.0
2337,eric smith,SWE,DF,st pauli,Bundesliga,28,1997,21,21,1837,20.4,1,0,1,1,0,0,5,0,10,61,4,32.0
2338,justin smith,CAN,MF,espanyol,La Liga,22,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,4,6,7,12.58
2339,emile smith rowe,ENG,MF,fulham,Premier League,24,2000,24,20,1572,17.5,5,2,7,5,0,0,1,0,49,103,96,32.0
2340,ivan smoli,CRO,DF,como,Serie A,24,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,1,12,3,1.3
2341,eduard sobol,UKR,DF,strasbourg,Ligue 1,29,1995,6,0,61,0.7,0,0,0,0,0,0,2,0,0,2,2,12.58
2342,simon sohm,SUI,MF,parma,Serie A,23,2001,26,25,2138,23.8,4,0,4,4,0,0,3,0,55,98,38,12.58
2343,alex sola,ESP,MF,getafe,La Liga,25,1999,19,13,1029,11.4,0,1,1,0,0,0,4,0,24,23,61,12.0
2344,dominic solanke,ENG,FW,tottenham,Premier League,27,1997,18,18,1598,17.8,7,3,10,7,0,0,0,0,27,37,71,40.0
2345,ola solbakken,NOR,MF,empoli,Serie A,26,1998,14,6,591,6.6,0,0,0,0,0,0,1,0,13,15,25,14.0
2346,carlos soler,ESP,MF,west ham,Premier League,28,1997,21,12,1039,11.5,1,1,2,1,0,0,5,0,11,43,20,20.0
2347,oumar solet,FRA,DF,udinese,Serie A,25,2000,7,7,592,6.6,0,1,1,0,0,0,2,1,5,17,1,8.0
2348,jhon solis,COL,MF,girona,La Liga,20,2004,13,2,418,4.6,1,0,1,1,0,0,2,0,6,26,11,3.5
2349,yann sommer,SUI,GK,inter,Serie A,36,1988,25,25,2250,25.0,0,0,0,0,0,0,0,0,0,1,0,4.0
2350,david soria,ESP,GK,getafe,La Liga,31,1993,25,25,2250,25.0,0,0,0,0,0,0,1,0,0,0,0,4.0
2351,juan soriano,ESP,GK,legans,La Liga,27,1997,6,6,540,6.0,0,0,0,0,0,0,1,1,0,0,0,1.5
2352,borna sosa,CRO,DF,torino,Serie A,27,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,13,51,49,12.58
2353,ramn sosa,PAR,FW,nottham forest,Premier League,25,1999,14,1,241,2.7,1,0,1,1,0,0,1,0,10,4,14,13.0
2354,hugo sotelo,ESP,MF,celta vigo,La Liga,21,2003,17,11,971,10.8,0,0,0,0,0,0,4,0,15,67,29,5.0
2355,florian sotoca,FRA,FW,lens,Ligue 1,34,1990,21,15,1226,13.6,0,1,1,0,0,0,2,0,32,72,119,12.58
2356,riccardo sottil,ITA,FW,fiorentina,Serie A,25,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,71,18,100,12.58
2358,tom souek,CZE,MF,west ham,Premier League,29,1995,24,21,1840,20.4,5,1,6,5,0,0,8,0,4,59,45,24.0
2359,matas soul,ARG,MF,roma,Serie A,21,2003,14,9,731,8.1,2,0,2,2,0,0,2,0,33,36,82,22.0
2360,boubakary soumar,FRA,MF,leicester city,Premier League,25,1999,19,15,1375,15.3,0,0,0,0,0,0,8,0,23,67,18,14.0
2361,issa soumar,SEN,MF,le havre,Ligue 1,24,2000,18,11,1031,11.5,2,1,3,2,0,0,0,0,27,22,83,12.58
2362,djibril sow,SUI,MF,sevilla,La Liga,28,1997,19,14,1245,13.8,1,1,2,1,0,0,4,0,14,70,31,7.5
2363,saidou sow,GUI,DF,strasbourg,Ligue 1,22,2002,12,11,1018,11.3,0,1,1,0,0,0,2,0,0,16,2,12.58
2365,djed spence,ENG,DF,tottenham,Premier League,24,2000,13,9,860,9.6,1,1,2,1,0,0,3,1,31,50,40,8.0
2366,leonardo spinazzola,ITA,DF,napoli,Serie A,31,1993,17,8,727,8.1,1,1,2,1,0,0,1,0,44,41,46,12.58
2367,anton stach,GER,MF,hoffenheim,Bundesliga,26,1998,20,19,1694,18.8,1,1,2,1,0,0,4,0,19,105,24,12.0
2368,jens stage,DEN,MF,werder bremen,Bundesliga,28,1996,17,15,1276,14.2,7,3,10,7,0,0,5,0,15,59,51,12.0
2369,josip stanii,CRO,DF,bayern munich,Bundesliga,24,2000,3,0,74,0.8,0,0,0,0,0,0,0,0,2,2,4,28.0
2370,filip stankovic,SRB,GK,venezia,Serie A,22,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0,0,0,4.5
2371,jay stansfield,ENG,MF,fulham,Premier League,22,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,9.0
2372,carl starfelt,SWE,DF,celta vigo,La Liga,29,1995,22,20,1806,20.1,1,0,1,1,0,0,5,0,6,50,1,12.58
2373,niklas stark,GER,DF,werder bremen,Bundesliga,29,1995,17,16,1341,14.9,0,1,1,0,0,0,4,1,6,37,2,12.58
2374,lucas stassin,BEL,FW,sainttienne,Ligue 1,20,2004,20,15,1194,13.3,4,4,8,4,0,0,3,0,17,20,96,5.0
2375,jason steele,ENG,GK,brighton,Premier League,34,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,3.0
2376,orri steinn skarsson,ISL,FW,real sociedad,La Liga,20,2004,17,6,627,7.0,3,0,3,3,0,0,0,0,4,7,40,12.58
2377,pascal stenzel,GER,DF,stuttgart,Bundesliga,28,1996,4,2,131,1.5,0,0,0,0,0,0,0,0,1,6,6,12.58
2378,jack stephens,ENG,DF,southampton,Premier League,31,1994,11,10,803,8.9,0,0,0,0,0,0,2,2,11,43,1,12.58
2379,leonidas stergiou,SUI,DF,stuttgart,Bundesliga,22,2002,7,6,480,5.3,0,1,1,0,0,0,0,0,4,23,11,12.58
2380,raheem sterling,ENG,FW,arsenal,Premier League,30,1994,11,4,296,3.3,0,1,1,0,0,0,1,0,17,14,53,70.0
2381,enzo sternal,FRA,FW,marseille,Ligue 1,17,2007,2,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,12.58
2382,finley stevens,WAL,DF,st pauli,Bundesliga,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
2383,ross stewart,SCO,FW,southampton,Premier League,28,1996,4,1,132,1.5,0,0,0,0,0,0,1,0,1,1,5,12.58
2384,angelo stiller,GER,MF,stuttgart,Bundesliga,23,2001,23,22,2006,22.3,0,5,5,0,0,0,4,0,27,210,47,32.0
2385,kevin stger,AUT,MF,gladbach,Bundesliga,31,1993,22,13,1204,13.4,2,3,5,1,1,1,2,0,32,96,83,12.0
2386,stoichkov,ESP,MF,alavs,La Liga,31,1993,16,6,699,7.8,0,1,1,0,0,0,1,0,9,26,41,12.58
2387,petar stojanovi,SVN,MF,empoli,Serie A,29,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
2388,jakub stolarczyk,POL,GK,leicester city,Premier League,24,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0,1,0,12.58
2389,john stones,ENG,DF,manchester city,Premier League,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,10,21,2,28.0
2390,jrgen strand larsen,NOR,FW,wolves,Premier League,25,2000,24,22,1878,20.9,7,2,9,7,0,0,2,0,11,19,67,27.0
2391,gabriel strefezza,BRA,FW,como,Serie A,27,1997,25,24,1897,21.1,3,3,6,3,0,0,3,0,49,80,112,12.0
2392,cristhian stuani,URU,FW,girona,La Liga,38,1986,19,1,490,5.4,4,2,6,2,2,2,2,0,1,4,17,7.0
2393,lex surez,ESP,DF,las palmas,La Liga,31,1993,22,22,1822,20.2,0,0,0,0,0,0,10,0,1,34,1,12.58
2394,denis surez,ESP,MF,villarreal,La Liga,31,1994,13,4,360,4.0,1,1,2,1,0,0,0,0,12,16,19,12.58
2395,gabriel suazo,CHI,DF,toulouse,Ligue 1,27,1997,21,15,1445,16.1,0,5,5,0,0,0,0,0,30,68,68,3.0
2396,luka sui,CRO,MF,real sociedad,La Liga,22,2002,19,17,1416,15.7,1,1,2,1,0,0,2,0,26,68,40,18.0
2397,yukinari sugawara,JPN,DF,southampton,Premier League,24,2000,23,13,1256,14.0,1,1,2,1,0,0,4,0,29,59,62,12.0
2398,niklas sle,GER,DF,dortmund,Bundesliga,29,1995,8,6,551,6.1,0,0,0,0,0,0,1,0,6,31,6,15.0
2399,ibrahim sulemana,GHA,MF,atalanta,Serie A,21,2003,5,1,122,1.4,0,0,0,0,0,0,1,0,0,6,1,6.0
2400,kamaldeen sulemana,GHA,FW,southampton,Premier League,23,2002,14,5,480,5.3,1,0,1,1,0,0,0,0,21,8,37,13.0
2401,crysencio summerville,NED,FW,west ham,Premier League,23,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,29,18,71,22.0
2402,tom suslov,SVK,MF,hellas verona,Serie A,22,2002,23,20,1607,17.9,0,0,0,0,0,0,5,1,26,74,66,12.58
2403,suso,ESP,FW,sevilla,La Liga,31,1993,8,0,179,2.0,0,0,0,0,0,0,1,0,7,14,16,12.58
2404,zion suzuki,JPN,GK,parma,Serie A,22,2002,25,25,2234,24.8,0,0,0,0,0,0,2,1,0,0,0,9.0
2405,mattias svanberg,SWE,MF,wolfsburg,Bundesliga,26,1999,16,11,934,10.4,3,1,4,3,0,0,4,0,4,24,32,12.0
2406,daniel svensson,SWE,DF,dortmund,Bundesliga,23,2002,3,1,117,1.3,0,0,0,0,0,0,0,0,5,12,7,12.58
2407,marin verko,CRO,DF,venezia,Serie A,27,1998,15,11,1041,11.6,1,0,1,1,0,0,3,0,8,37,1,12.58
2408,mile svilar,SRB,GK,roma,Serie A,25,1999,25,25,2250,25.0,0,0,0,0,0,0,1,0,0,2,0,14.0
2409,michael svoboda,AUT,DF,venezia,Serie A,26,1998,16,15,1314,14.6,1,0,1,1,0,0,1,0,13,43,5,12.58
2410,williot swedberg,SWE,FW,celta vigo,La Liga,21,2004,23,11,1036,11.5,3,3,6,3,0,0,1,0,26,23,98,5.0
